,[Subjective_Register],(First_Person),FirstPer,(FirstPerson_Personal),SelfDisclosure,SelfReluctance,Autobio,(Personal_Register),PrivateThinking,Disclosure,Intensity,Immediacy,SubjectiveTime,SubjectivePercept,(Confidence),Confidence,(Uncertainty),Uncertainty,[Emotion],(Positive_Emotion),Positivity,(Negative_Emotion),Negativity,Anger,Fear,Sad,Reluctance,Apology,[Description],(Sensory_Language),SenseProperty,SenseObject,(Space_Movement),SpaceRelation,SceneShift,Motions,(Dialog_Orality),DialogCues,OralCues,[Institutional_Register],(Public_Sources),In_Media,CommonAuthorities,(Public_Responsibility),Responsibility,(Positive_Values),StandardsPos,Innovations,(Negative_Values),StandardsNeg,[Academic_Register],(Abstract_Thought),AbstractConcepts,CommunicatorRole,LangRef,(Citing_Others),Precedent_Defending,ReceivedPOV,ConfirmedThght,Citations,Neg_Citation,Repair_Citation,Speculative_Citation,Authoritative_Citation,Contested_Citation,Attack_Citation,Quotation,(Guide_thru_Complexity),Metadiscourse,[Future],(Future),ProjectAhead,PredictedFuture,[Past],(Past),ProjectBack,Future_in_Past,[Personal_Relations],(Positive_Relations),Promise,Self_Promise,Reassure,Reinforce,Acknowledge,(Inclusive_Relations),Inclusive,(Negative_Relations),Negative_Relation,Confront,[Reasoning],(Constructive_Reasoning),ReasonForward,ReasonBackward,DirectReasoning,Support,(Contingent_Reasoning),Contingency,(Oppositional_Reasoning),DenyDisclaim,Concessive,Resistance,[Interactive],(Inquiry),Curiosity,Question,Future_Question,OpenQuery,(AddressingOther),DirectAddress,Request,FollowUp,Feedback,PosFeedback,NegFeedback,PriorKnowledge,[Elaboration],(GeneralExampleExcept),Generalization,Example,Exceptions,(Comparison),Comparison,Resemblances,(Defining_Specifying),Specifiers,Definition,Numbers,[Reporting],(Reporting_States),ReportingStates,(Reporting_Events),ReportingEvents,(Reporting_Process),RecurringEvents,GenericEvents,Sequence,MatureProcess,Cause,Consequence,(Reporting_Change),Transformation,Substitution,Updates,Precedent_Setting,[Directing],(Directives),Imperative,Procedures,MoveBody,ConfirmExperience,ErrorRecovery,(Insistence),Insist,[Narrative],(Narrative_Verbs),Narrative_Verbs,(Time_Expressions),TimeShift,TimeDuration,Biographical_Time,TimeDate,(Narrative_Background),Aside,[Character],(PersonalPronoun),PersonPronoun,(Person_Attribution),Positive_Attribution,Negative_Attribution,Neutral_Attribution,(Person_Class),PersonProperty,,,,,,,,,,,,,,,,,,,,,,,,,,Key,Group
Lafferty_PastMaster_1968.txt,6.96,1.1,1.1,0.71,0.52,0.01,0.18,3.91,0.51,0.06,1.26,0.55,0.25,1.26,0.4,0.4,0.84,0.84,2.73,0.67,0.67,2.06,1.71,0.12,0.16,0.05,0.02,0,8.54,4.52,1.58,2.95,2.67,1.59,0.28,0.8,1.34,1.17,0.17,1.9,0.59,0,0.58,0.02,0.02,0.92,0.9,0.02,0.37,0.37,3.72,2.86,2.53,0.01,0.32,0.71,0.01,0.05,0.02,0.57,0,0,0,0.01,0,0,0.05,0.15,0.15,0.89,0.89,0.5,0.39,2.48,2.48,2.48,0,0.64,0.03,0,0,0.02,0,0,0.43,0.43,0.18,0.16,0.02,3.36,0.21,0.17,0.02,0.01,0.01,0.82,0.82,2.33,1.18,0.08,1.07,2.65,1.03,0.25,0.72,0.04,0.01,1.62,1.53,0.03,0,0,0.01,0,0.05,3.36,0.55,0.36,0.01,0.18,0.88,0.73,0.15,1.92,1.23,0,0.69,6.22,1.63,1.63,2.44,2.44,1.33,0.23,0.32,0.7,0,0.04,0.04,0.82,0.36,0.02,0.44,0.01,0.34,0.12,0.09,0.01,0.01,0.01,0,0.22,0.22,1.38,0.3,0.3,1.06,0.23,0.56,0.25,0.02,0.03,0.03,3.15,1.06,1.06,0.25,0,0.01,0.24,1.83,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Laumer_DinosaurBeach_1971.txt,7.68,2.65,2.65,1.11,0.55,0.03,0.52,2.96,0.44,0.04,0.77,0.32,0.29,1.1,0.33,0.33,0.64,0.64,2.39,0.69,0.69,1.7,1.47,0.08,0.07,0.07,0.01,0,12.6,6.97,2.38,4.59,4.3,2.38,0.35,1.56,1.33,1.21,0.12,1.55,0.43,0,0.43,0.03,0.03,0.77,0.76,0.01,0.32,0.32,3.56,3,2.82,0.01,0.17,0.46,0,0.01,0.01,0.37,0,0.01,0,0.01,0.01,0,0.04,0.1,0.1,0.81,0.81,0.71,0.1,2.14,2.14,2.14,0.01,0.61,0.07,0,0,0.05,0.01,0.01,0.3,0.3,0.24,0.19,0.05,2.84,0.21,0.16,0.02,0.01,0.02,0.86,0.86,1.76,0.93,0.02,0.82,2.07,0.58,0.23,0.33,0.01,0.01,1.48,1.31,0.03,0.01,0,0.02,0,0.11,2.38,0.31,0.17,0.01,0.13,0.7,0.43,0.27,1.37,0.88,0,0.49,6.49,1.09,1.09,3.13,3.13,1.52,0.2,0.3,0.89,0.01,0.07,0.05,0.76,0.39,0.05,0.31,0.01,0.23,0.07,0.05,0,0.01,0.02,0,0.16,0.16,1.46,0.52,0.52,0.9,0.17,0.64,0.07,0.01,0.04,0.04,2,1,1,0.24,0.01,0.01,0.23,0.76,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LeGuin_LeftHandDarkness_1969.txt,6.83,1.78,1.78,1.16,0.59,0.03,0.54,2.91,0.37,0.06,0.85,0.32,0.3,1,0.39,0.39,0.59,0.59,2.37,0.71,0.71,1.66,1.28,0.12,0.16,0.07,0.02,0,10.67,5.89,2.1,3.79,3.89,2.53,0.46,0.91,0.88,0.78,0.1,2.06,0.62,0.01,0.61,0.04,0.04,0.93,0.93,0.01,0.46,0.46,3.3,2.61,2.35,0.01,0.25,0.54,0,0.02,0.01,0.39,0,0.01,0,0.01,0,0,0.09,0.15,0.15,0.79,0.79,0.66,0.13,1.96,1.96,1.95,0.01,0.71,0.04,0,0,0.03,0,0.01,0.49,0.49,0.18,0.17,0.01,3.59,0.34,0.28,0.04,0.01,0.01,0.87,0.87,2.39,1.28,0.08,1.03,1.61,0.65,0.22,0.38,0.03,0.02,0.95,0.82,0.06,0,0,0.01,0,0.06,2.86,0.4,0.25,0.03,0.13,0.75,0.57,0.18,1.7,1.01,0,0.68,6.2,1.26,1.26,2.69,2.69,1.49,0.29,0.38,0.76,0.01,0.04,0.01,0.75,0.35,0.02,0.38,0.01,0.3,0.07,0.04,0.01,0.01,0.01,0,0.23,0.23,1.77,0.3,0.3,1.39,0.22,1,0.16,0.01,0.08,0.08,2.65,1.15,1.15,0.19,0.01,0,0.18,1.31,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Leiber_SilverEggheads_1961.txt,6.46,0.96,0.96,0.54,0.32,0.02,0.2,3.93,0.57,0.09,1.13,0.41,0.28,1.45,0.42,0.42,0.61,0.61,2.91,0.95,0.95,1.96,1.53,0.17,0.17,0.07,0.01,0,12.09,6.98,2.32,4.66,3.35,1.64,0.23,1.48,1.76,1.54,0.21,2.04,0.57,0.01,0.56,0.06,0.06,1.09,1.06,0.03,0.33,0.33,4.12,3.28,2.58,0.11,0.59,0.7,0,0.02,0.01,0.51,0,0.05,0,0.01,0.01,0,0.09,0.14,0.14,0.72,0.72,0.63,0.09,1.8,1.8,1.79,0,0.57,0.08,0,0,0.04,0,0.03,0.19,0.19,0.3,0.24,0.06,2.74,0.23,0.14,0.07,0.01,0.01,0.79,0.79,1.73,0.78,0.1,0.86,2.06,0.66,0.17,0.45,0.02,0.02,1.4,1.27,0.06,0,0,0.02,0,0.06,2.74,0.38,0.22,0.02,0.13,0.72,0.55,0.18,1.64,1.02,0,0.63,6.11,1.17,1.17,2.66,2.66,1.48,0.26,0.4,0.71,0.01,0.06,0.04,0.8,0.38,0.05,0.36,0.01,0.37,0.13,0.11,0,0.01,0.01,0,0.24,0.24,1.5,0.4,0.4,1,0.23,0.64,0.13,0.01,0.1,0.1,4.01,1.54,1.54,0.21,0,0,0.2,2.26,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Malzberg_Overlay_1972.txt,7.73,1.07,1.07,0.66,0.54,0.02,0.1,4.48,0.61,0.08,1.26,0.62,0.31,1.59,0.61,0.61,0.91,0.91,3.05,0.93,0.93,2.12,1.61,0.25,0.12,0.1,0.02,0.01,8.28,4.34,1.03,3.31,3.67,1.66,0.33,1.68,0.27,0.02,0.25,2.25,0.48,0,0.48,0.06,0.06,1.21,1.2,0.01,0.51,0.51,5.91,4.94,2.69,0,2.25,0.7,0.01,0.03,0.01,0.63,0,0,0,0.01,0.01,0,0,0.26,0.26,1.03,1.03,0.74,0.29,0.74,0.74,0.74,0,0.53,0.07,0,0.01,0.04,0,0.01,0.2,0.2,0.26,0.19,0.07,3.51,0.31,0.18,0.11,0.01,0.01,1.1,1.1,2.11,1.05,0.09,0.96,2.13,1.03,0.24,0.72,0.04,0.02,1.1,0.92,0.06,0.01,0,0.02,0,0.09,3.49,0.52,0.35,0.01,0.15,0.73,0.59,0.14,2.24,1.2,0.01,1.03,6.99,1.72,1.72,2.47,2.47,1.7,0.22,0.38,0.94,0.01,0.07,0.07,1.1,0.4,0.05,0.62,0.03,0.43,0.11,0.08,0,0.01,0.01,0,0.32,0.32,1.17,0.14,0.14,0.97,0.2,0.62,0.14,0.01,0.06,0.06,3.89,1.58,1.58,0.41,0.01,0.01,0.39,1.91,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Martin_DyingLight_1977.txt,5.54,0.84,0.84,0.49,0.33,0.02,0.14,3.28,0.49,0.05,1,0.32,0.34,1.08,0.32,0.32,0.61,0.61,2.6,0.65,0.65,1.95,1.5,0.13,0.17,0.12,0.02,0,12.94,7.63,2.72,4.91,3.77,2.21,0.35,1.2,1.54,1.36,0.18,1.37,0.34,0,0.34,0.04,0.04,0.71,0.71,0.01,0.28,0.28,2.74,1.84,1.58,0,0.25,0.78,0,0.03,0.01,0.65,0,0.04,0,0,0.01,0,0.04,0.13,0.13,0.7,0.7,0.51,0.19,2.44,2.44,2.44,0,0.54,0.04,0.01,0,0.02,0,0.01,0.29,0.29,0.21,0.18,0.03,3.14,0.25,0.19,0.04,0.01,0.01,0.81,0.81,2.08,1.03,0.09,0.96,1.85,0.6,0.17,0.39,0.02,0.02,1.25,1.15,0.04,0,0,0.01,0,0.04,2.45,0.37,0.23,0.01,0.14,0.71,0.57,0.14,1.37,0.94,0,0.42,5.98,1.3,1.3,2.58,2.58,1.24,0.34,0.18,0.69,0,0.03,0,0.85,0.31,0.02,0.51,0.01,0.29,0.08,0.07,0,0,0.01,0,0.21,0.21,1.67,0.57,0.57,1.08,0.3,0.61,0.16,0,0.02,0.02,3.42,2.31,2.31,0.47,0.01,0.01,0.45,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,1
McIntyre_Dreamsnake_1978.txt,5.29,0.88,0.88,0.47,0.28,0.03,0.16,3.14,0.58,0.04,0.78,0.29,0.31,1.15,0.33,0.33,0.48,0.48,2.95,0.85,0.85,2.1,1.53,0.13,0.22,0.15,0.05,0,14.04,8.13,2.28,5.85,4.34,2.54,0.36,1.44,1.57,1.47,0.1,1.31,0.23,0,0.22,0.04,0.04,0.73,0.73,0,0.31,0.31,2.11,1.38,1.25,0,0.13,0.66,0,0.02,0.01,0.57,0,0.01,0,0,0,0,0.04,0.07,0.07,0.81,0.81,0.68,0.13,2.3,2.3,2.29,0,0.57,0.17,0.01,0,0.1,0,0.06,0.16,0.16,0.24,0.19,0.05,3.95,0.23,0.15,0.07,0,0.01,1.25,1.25,2.48,1.3,0.06,1.12,1.81,0.55,0.17,0.35,0.02,0.02,1.26,1.11,0.1,0,0,0.02,0,0.03,1.98,0.25,0.13,0,0.12,0.73,0.59,0.15,0.99,0.75,0,0.24,5.82,1.06,1.06,2.83,2.83,1.09,0.29,0.18,0.55,0,0.05,0.02,0.84,0.33,0.03,0.47,0.01,0.69,0.45,0.43,0,0.01,0.01,0,0.23,0.23,1.69,0.64,0.64,1.03,0.19,0.61,0.22,0,0.02,0.02,5.1,3.15,3.15,0.61,0.01,0,0.59,1.34,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Norton_DreadCompanion_1970.txt,8.83,2.56,2.56,1.62,0.88,0.02,0.71,3.4,0.45,0.04,1.03,0.46,0.27,1.15,0.41,0.41,0.83,0.83,2.14,0.55,0.55,1.6,1.24,0.06,0.22,0.07,0.02,0,10.91,6.18,2.12,4.06,3.83,2.08,0.46,1.29,0.89,0.85,0.05,1.31,0.29,0,0.29,0.05,0.05,0.79,0.78,0.01,0.18,0.18,2.39,1.92,1.74,0,0.19,0.31,0,0.02,0.01,0.25,0,0.02,0,0.01,0.01,0,0.01,0.16,0.16,0.88,0.88,0.75,0.13,2.8,2.8,2.8,0,0.78,0.05,0,0,0.03,0,0.02,0.51,0.51,0.22,0.18,0.04,4.53,0.42,0.34,0.05,0,0.02,1.36,1.36,2.75,1.22,0.19,1.33,1.84,0.71,0.2,0.45,0.03,0.03,1.13,1.02,0.06,0.01,0,0.01,0,0.03,2.79,0.21,0.09,0.01,0.11,0.94,0.65,0.29,1.64,1.21,0,0.43,6.62,1.14,1.14,3.21,3.21,1.41,0.35,0.23,0.75,0,0.05,0.02,0.86,0.38,0.02,0.45,0.01,0.38,0.05,0.03,0,0.01,0.01,0,0.33,0.33,1.39,0.45,0.45,0.86,0.21,0.53,0.12,0,0.08,0.08,2.94,1.74,1.74,0.4,0,0.01,0.39,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Pohl_Gateway_1977.txt,8.46,2.54,2.54,1.32,0.81,0.03,0.48,3.33,0.47,0.05,1.02,0.25,0.21,1.32,0.45,0.45,0.83,0.83,2.18,0.81,0.81,1.36,1.03,0.1,0.13,0.07,0.02,0.01,9.22,4.32,1.11,3.21,3.26,1.68,0.47,1.11,1.64,1.39,0.25,1.15,0.29,0.01,0.28,0.04,0.04,0.68,0.65,0.02,0.15,0.15,3.92,3,2.75,0,0.25,0.79,0,0.02,0.02,0.56,0,0,0,0,0,0,0.18,0.12,0.12,0.88,0.88,0.79,0.09,1.95,1.95,1.95,0,0.83,0.08,0.01,0,0.04,0.01,0.02,0.31,0.31,0.45,0.37,0.08,3.74,0.34,0.23,0.1,0.01,0.01,1.2,1.2,2.21,1.3,0.05,0.86,2.88,0.92,0.32,0.55,0.01,0.03,1.96,1.77,0.07,0,0,0.02,0,0.08,3.21,0.41,0.28,0.01,0.13,0.7,0.53,0.17,2.11,1.1,0,1,5.95,1.17,1.17,2.61,2.61,1.41,0.26,0.33,0.77,0.01,0.03,0.01,0.76,0.33,0.02,0.39,0.01,0.36,0.16,0.13,0.01,0.01,0.02,0,0.2,0.2,1.45,0.28,0.28,1.11,0.21,0.7,0.18,0.01,0.06,0.06,2.22,0.95,0.95,0.23,0.01,0,0.22,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Randall_Journey_1978.txt,5.12,1.25,1.25,0.59,0.35,0.02,0.22,2.39,0.41,0.06,0.59,0.24,0.21,0.89,0.27,0.27,0.63,0.63,2.38,0.82,0.82,1.56,1.2,0.15,0.12,0.07,0.01,0,13.78,7.85,1.93,5.92,4.43,2.51,0.44,1.48,1.49,1.37,0.13,1.36,0.24,0.01,0.24,0.06,0.06,0.59,0.58,0.01,0.47,0.47,2.24,1.54,1.36,0.01,0.17,0.64,0,0.01,0.01,0.55,0,0.01,0,0.01,0.01,0,0.04,0.07,0.07,0.76,0.76,0.66,0.1,1.37,1.37,1.36,0,0.59,0.08,0,0.01,0.05,0,0.02,0.26,0.26,0.26,0.19,0.07,2.5,0.14,0.08,0.04,0.01,0,0.72,0.72,1.65,0.89,0.05,0.71,2.15,0.78,0.2,0.55,0.02,0.02,1.37,1.26,0.04,0,0,0.01,0,0.05,1.73,0.25,0.16,0,0.08,0.46,0.37,0.09,1.02,0.65,0,0.37,6.52,1.37,1.37,2.97,2.97,1.29,0.27,0.3,0.68,0,0.03,0.01,0.9,0.45,0.03,0.42,0.01,0.36,0.17,0.12,0.01,0.01,0.03,0,0.19,0.19,1.95,0.86,0.86,1.07,0.17,0.75,0.14,0,0.02,0.02,4.36,2.39,2.39,0.55,0.01,0.01,0.53,1.43,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Russ_FemaleMan_1975.txt,7.26,1.87,1.87,0.94,0.64,0.01,0.29,3.47,0.5,0.09,1.06,0.27,0.26,1.28,0.31,0.31,0.67,0.67,3.26,1.26,1.26,2.01,1.56,0.19,0.14,0.1,0.02,0,10.65,5.87,1.6,4.27,3.4,1.89,0.32,1.2,1.37,1.05,0.33,1.74,0.38,0.01,0.37,0.04,0.04,0.94,0.93,0.01,0.38,0.38,3.69,2.6,2.24,0.01,0.34,0.95,0,0.02,0.02,0.72,0,0,0,0.01,0,0,0.16,0.15,0.15,0.87,0.87,0.7,0.17,1.03,1.03,1.02,0,0.7,0.06,0,0,0.04,0,0.01,0.36,0.36,0.29,0.21,0.08,3.3,0.32,0.19,0.11,0.01,0,0.91,0.91,2.07,1.16,0.07,0.84,2.79,1.03,0.19,0.77,0.04,0.02,1.76,1.59,0.04,0,0,0.02,0,0.1,2.61,0.42,0.3,0.02,0.1,0.66,0.48,0.18,1.53,0.97,0,0.56,5.85,1.37,1.37,2.4,2.4,1.27,0.25,0.4,0.55,0,0.04,0.02,0.82,0.4,0.02,0.39,0,0.38,0.13,0.1,0.01,0,0.02,0,0.25,0.25,1.3,0.26,0.26,0.95,0.17,0.59,0.18,0.01,0.09,0.09,4.19,1.73,1.73,0.32,0.01,0,0.31,2.14,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Schmitz_Tale2Clocks_1962.txt,6.25,0.75,0.75,0.38,0.21,0.01,0.16,3.84,0.53,0.08,1.21,0.52,0.29,1.22,0.45,0.45,0.82,0.82,1.91,0.67,0.67,1.24,1,0.08,0.1,0.03,0.02,0.01,12,5.86,1.62,4.24,3.59,2.03,0.39,1.16,2.56,2.38,0.17,1.43,0.42,0,0.41,0.06,0.06,0.8,0.79,0.01,0.16,0.16,3.49,2.32,2.18,0,0.14,1.05,0,0.01,0.01,0.88,0,0,0,0.02,0,0,0.12,0.12,0.12,0.9,0.9,0.78,0.12,2.29,2.29,2.28,0,0.41,0.11,0,0,0.05,0.02,0.04,0.14,0.14,0.16,0.11,0.04,3.11,0.24,0.17,0.04,0.01,0.03,1.15,1.15,1.72,0.88,0.05,0.79,1.96,0.66,0.24,0.38,0.02,0.02,1.3,1.15,0.04,0,0,0.03,0,0.08,2.51,0.28,0.15,0.01,0.13,0.65,0.46,0.18,1.59,1.02,0,0.57,6.78,1.48,1.48,2.79,2.79,1.53,0.32,0.31,0.81,0,0.06,0.03,0.98,0.39,0.02,0.57,0,0.25,0.09,0.07,0,0.01,0.01,0,0.16,0.16,1.78,0.52,0.52,1.2,0.36,0.73,0.1,0.01,0.07,0.07,3.54,1.87,1.87,0.4,0.01,0.01,0.39,1.26,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Silverberg_DyingInside_1972.txt,8.78,2.31,2.31,1.03,0.64,0.02,0.37,4.22,0.67,0.14,1.07,0.49,0.33,1.52,0.41,0.41,0.82,0.82,3.41,1.15,1.15,2.27,1.79,0.15,0.16,0.12,0.04,0.01,9.29,5.2,2.01,3.18,3.11,1.5,0.34,1.27,0.98,0.76,0.22,1.95,0.46,0,0.45,0.03,0.03,0.98,0.96,0.02,0.48,0.48,3.76,3.11,2.66,0.01,0.44,0.52,0,0.02,0.01,0.39,0,0.01,0,0.01,0,0,0.07,0.13,0.13,0.77,0.77,0.65,0.12,1.46,1.46,1.46,0,0.63,0.07,0,0,0.05,0,0.02,0.25,0.25,0.31,0.26,0.05,2.87,0.24,0.15,0.07,0.01,0.01,0.82,0.82,1.81,0.94,0.07,0.8,3.1,1.39,0.29,1.04,0.04,0.02,1.71,1.53,0.08,0,0,0.01,0,0.08,2.55,0.4,0.24,0.02,0.14,0.6,0.48,0.12,1.55,0.89,0.01,0.66,6.04,1.19,1.19,2.38,2.38,1.49,0.26,0.4,0.73,0.01,0.06,0.03,0.98,0.4,0.03,0.54,0.01,0.35,0.17,0.15,0,0.01,0.01,0,0.18,0.18,1.57,0.24,0.24,1.26,0.25,0.74,0.23,0.05,0.06,0.06,4.04,1.97,1.97,0.33,0.01,0,0.32,1.74,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Varley_OphiuchiHotline_1977.txt,6.05,1.02,1.02,0.53,0.29,0.03,0.21,3.34,0.65,0.06,0.84,0.35,0.27,1.18,0.49,0.49,0.66,0.66,2.16,0.58,0.58,1.58,1.25,0.11,0.15,0.04,0.02,0,10,5.46,1.47,3.99,3.47,2.05,0.39,1.03,1.06,0.9,0.16,1.49,0.4,0.01,0.39,0.04,0.04,0.78,0.76,0.02,0.28,0.28,3.53,2.88,2.71,0.01,0.17,0.55,0,0.04,0.01,0.45,0,0.01,0,0.01,0,0,0.02,0.1,0.1,1.01,1.01,0.85,0.15,3.36,3.36,3.35,0.01,0.52,0.07,0,0,0.05,0,0.01,0.27,0.27,0.18,0.13,0.05,3.81,0.24,0.15,0.06,0.01,0.02,1.35,1.35,2.23,1.09,0.06,1.09,2.32,0.92,0.32,0.54,0.02,0.03,1.4,1.26,0.07,0.01,0,0.02,0,0.04,2.69,0.37,0.21,0.01,0.16,0.69,0.52,0.17,1.63,0.99,0,0.64,6.28,1.29,1.29,2.65,2.65,1.44,0.28,0.34,0.71,0,0.07,0.03,0.9,0.41,0.04,0.44,0.01,0.36,0.11,0.06,0.01,0.01,0.02,0,0.26,0.26,1.73,0.39,0.39,1.29,0.22,0.81,0.25,0.01,0.05,0.05,3.37,1.92,1.92,0.47,0.01,0.01,0.45,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Wilhelm_JuniperTime_1979.txt,5.58,0.63,0.63,0.34,0.21,0.02,0.11,3.59,0.76,0.08,0.87,0.4,0.31,1.16,0.43,0.43,0.59,0.59,2.12,0.63,0.63,1.49,1.12,0.12,0.15,0.07,0.03,0.01,11.03,6.07,1.6,4.47,3.97,2.32,0.5,1.15,0.99,0.91,0.08,1.25,0.37,0.01,0.36,0.04,0.04,0.61,0.6,0.01,0.23,0.23,2.77,2.11,1.82,0.01,0.28,0.59,0,0.03,0.01,0.47,0,0.02,0,0.01,0.01,0,0.04,0.07,0.07,0.97,0.97,0.85,0.12,3.32,3.32,3.32,0,0.52,0.07,0,0,0.04,0,0.02,0.25,0.25,0.2,0.14,0.07,3.38,0.2,0.12,0.07,0.01,0.01,1.2,1.2,1.97,1.18,0.05,0.75,2.11,0.79,0.23,0.5,0.02,0.03,1.32,1.22,0.04,0,0,0.01,0.01,0.04,2.53,0.4,0.31,0,0.09,0.72,0.51,0.21,1.4,0.91,0,0.49,6.61,1.19,1.19,2.72,2.72,1.77,0.39,0.4,0.91,0,0.04,0.02,0.93,0.35,0.03,0.52,0.02,0.33,0.1,0.06,0.01,0.01,0.03,0,0.22,0.22,2.15,0.5,0.5,1.62,0.41,0.87,0.33,0.01,0.03,0.03,4.39,2.4,2.4,0.62,0,0.01,0.61,1.36,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Zelazny_IsleDead_1969.txt,8.96,3.34,3.34,1.56,0.9,0.03,0.64,2.84,0.42,0.06,0.7,0.44,0.27,0.94,0.38,0.38,0.85,0.85,2.28,0.6,0.6,1.68,1.3,0.18,0.12,0.07,0.01,0,11.17,5.96,1.86,4.1,3.85,2.22,0.48,1.15,1.37,1.26,0.11,1.38,0.42,0,0.42,0.04,0.04,0.72,0.71,0.01,0.21,0.21,2.92,2.39,2.16,0,0.23,0.42,0,0.01,0.01,0.27,0,0.04,0,0.01,0,0,0.09,0.11,0.11,0.82,0.82,0.67,0.15,2.06,2.06,2.05,0.01,0.42,0.07,0,0,0.02,0.01,0.04,0.23,0.23,0.11,0.09,0.02,2.97,0.38,0.27,0.1,0.01,0.01,1.08,1.08,1.51,0.76,0.12,0.63,2.12,0.66,0.18,0.43,0.02,0.02,1.46,1.33,0.07,0,0,0.01,0,0.05,2.6,0.38,0.24,0.01,0.13,0.64,0.48,0.16,1.58,1.03,0,0.55,6.74,1.3,1.3,2.92,2.92,1.67,0.28,0.24,1.05,0.01,0.08,0.01,0.85,0.4,0.03,0.41,0.01,0.21,0.07,0.06,0,0.01,0,0,0.14,0.14,1.97,0.53,0.53,1.34,0.36,0.77,0.2,0.01,0.1,0.1,1.88,1.07,1.07,0.16,0,0,0.15,0.66,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,1
